Datetime,Actual Linear Regression,Predicted Linear Regression,Actual Random Forest,Predicted Random Forest,Actual XGBoost,Predicted XGBoost
2024-03-28 09:00:00+00:00,3.0,12.230784162807822,3.0,25.713837008045047,3.0,22.96752
2024-03-28 10:00:00+00:00,7.0,14.310773369023309,7.0,24.71773274516619,7.0,20.276716
2024-03-28 11:00:00+00:00,5.0,14.616060870893648,5.0,22.70337254663535,5.0,23.555616
2024-03-28 12:00:00+00:00,2.0,13.852868477898255,2.0,21.76614473617299,2.0,20.852377
2024-03-28 13:00:00+00:00,4.0,9.1287930203016,4.0,20.705633766059183,4.0,19.04068
2024-03-28 14:00:00+00:00,7.0,19.449545662292735,7.0,29.727430350910783,7.0,29.865993
2024-03-28 15:00:00+00:00,6.0,19.57938307843574,6.0,29.598118260659845,6.0,31.459887
2024-03-28 16:00:00+00:00,8.0,21.542957749889297,8.0,36.45104924320467,8.0,31.345842
2024-03-28 17:00:00+00:00,21.0,26.480176835549855,21.0,41.50383718508935,21.0,43.285297
2024-03-28 18:00:00+00:00,37.0,29.46046634602658,37.0,44.931327932956314,37.0,49.529503
2024-03-28 19:00:00+00:00,74.0,28.845889960498198,74.0,42.85438807233032,74.0,49.086807
2024-03-28 20:00:00+00:00,100.0,31.667892137708463,100.0,43.448806326131646,100.0,51.812775
2024-03-28 21:00:00+00:00,111.0,32.78947073499637,111.0,42.26736686108481,111.0,45.875107
2024-03-28 22:00:00+00:00,98.0,33.62366641994777,98.0,48.99921297636524,98.0,47.59293
2024-03-28 23:00:00+00:00,84.0,33.743370236152145,84.0,55.63890062405713,84.0,50.474415
2024-03-29 00:00:00+00:00,34.4,28.265351730046063,34.4,57.11393670368989,34.4,41.349762
2024-03-29 01:00:00+00:00,68.0,25.661292382697525,68.0,40.20825258946307,68.0,42.323917
2024-03-29 02:00:00+00:00,47.0,22.388280508700177,47.0,34.03057173588302,47.0,31.905453
2024-03-29 03:00:00+00:00,50.0,23.663699429734265,50.0,32.34644688166972,50.0,32.564423
2024-03-29 04:00:00+00:00,50.0,21.112548353055217,50.0,34.656515970496976,50.0,33.304142
2024-03-29 05:00:00+00:00,27.0,18.031296983710945,27.0,36.96124119314743,27.0,36.4226
2024-03-29 06:00:00+00:00,21.0,18.86142720555847,21.0,28.23366376843021,21.0,26.557123
2024-03-29 07:00:00+00:00,20.0,20.7220485831391,20.0,33.97612384121293,20.0,30.287611
2024-03-29 08:00:00+00:00,23.0,20.422441042597256,23.0,34.67060455829427,23.0,31.35715
2024-03-29 09:00:00+00:00,21.0,19.500589044206208,21.0,35.95169982179479,21.0,30.379337
2024-03-29 10:00:00+00:00,21.0,16.85242826467868,21.0,37.09529475058913,21.0,30.114017
2024-03-29 11:00:00+00:00,10.999999999999996,14.443011532970331,10.999999999999996,30.097554857598873,10.999999999999996,31.257818
2024-03-29 12:00:00+00:00,9.0,14.224190771180815,9.0,28.885842440611373,9.0,28.597519
2024-03-29 13:00:00+00:00,8.0,13.978404216433205,8.0,29.30005990884266,8.0,29.10566
2024-03-29 14:00:00+00:00,8.0,18.51095121824153,8.0,30.162485836404905,8.0,32.34736
2024-03-29 15:00:00+00:00,12.0,21.290032987599147,12.0,30.43893778851271,12.0,37.85872
2024-03-29 16:00:00+00:00,13.999999999999996,23.164624104150334,13.999999999999996,29.977419772870615,13.999999999999996,38.841118
2024-03-29 17:00:00+00:00,10.999999999999996,23.84237565622948,10.999999999999996,30.154658378244903,10.999999999999996,40.555515
2024-03-29 18:00:00+00:00,10.999999999999996,24.09999735148267,10.999999999999996,29.99465535937977,10.999999999999996,34.360546
2024-03-29 19:00:00+00:00,10.0,21.78816025774438,10.0,24.36338784289515,10.0,25.71702
2024-03-29 20:00:00+00:00,15.0,23.615088138710803,15.0,29.030240401849795,15.0,32.000603
2024-03-29 21:00:00+00:00,16.999999999999996,24.17539949364175,16.999999999999996,31.598730517923418,16.999999999999996,34.711433
2024-03-29 22:00:00+00:00,22.0,28.51399317911421,22.0,39.204698659299964,22.0,44.3383
2024-03-29 23:00:00+00:00,21.0,26.60709546226144,21.0,31.469366094886524,21.0,36.432182
2024-03-30 00:00:00+00:00,22.0,22.31044458697113,22.0,38.90842877575699,22.0,38.982254
2024-03-30 01:00:00+00:00,20.0,23.235207900847286,20.0,30.742596299024108,20.0,33.78366
2024-03-30 02:00:00+00:00,18.0,26.465745874490494,18.0,41.210295742413685,18.0,39.885662
2024-03-30 03:00:00+00:00,18.0,23.527082247169687,18.0,29.213855438068165,18.0,33.635136
2024-03-30 04:00:00+00:00,16.999999999999996,17.217688210900633,16.999999999999996,22.772460317604544,16.999999999999996,25.442862
2024-03-30 05:00:00+00:00,19.0,18.904763170253318,19.0,28.628734201244853,19.0,34.435635
2024-03-30 06:00:00+00:00,17.8,17.95371705840637,17.8,27.114375436432237,17.8,31.946688
2024-03-30 07:00:00+00:00,15.599999999999998,18.049242445321283,15.599999999999998,25.277091448465267,15.599999999999998,27.130287
2024-03-30 08:00:00+00:00,11.999999999999996,16.965298693990007,11.999999999999996,24.489709810960264,11.999999999999996,20.338726
2024-03-30 09:00:00+00:00,13.0,17.673608240517183,13.0,23.811847332924966,13.0,20.79295
2024-03-30 10:00:00+00:00,12.0,9.314655086300945,12.0,18.021736857436736,12.0,18.916567
2024-03-30 11:00:00+00:00,8.0,13.393309111897565,8.0,18.21507070037448,8.0,20.818747
2024-03-30 12:00:00+00:00,10.999999999999996,13.42319419186515,10.999999999999996,17.376188119046642,10.999999999999996,20.158484
2024-03-30 13:00:00+00:00,8.0,11.578053875747514,8.0,18.610039159872667,8.0,21.27239
2024-03-30 14:00:00+00:00,16.0,20.64388085827568,16.0,23.43350089296255,16.0,25.50117
2024-03-30 15:00:00+00:00,19.0,24.49656045056861,19.0,23.713383960481206,19.0,22.327696
2024-03-30 16:00:00+00:00,31.0,29.57852868063344,31.0,35.08554780461807,31.0,34.999878
2024-03-30 17:00:00+00:00,22.0,33.65367378987571,22.0,36.437347543269006,22.0,37.972557
2024-03-30 18:00:00+00:00,25.0,32.755083106412144,25.0,37.946695715705005,25.0,33.785583
2024-03-30 19:00:00+00:00,25.0,31.202302359168357,25.0,38.27395216739927,25.0,33.634502
